Type,Identification,Field,Locale,Market,Status,Default content,Translated content
Product,cooling-top-ed3-1501-110422,body_html,en,,,"Kylmodul ED3 för salladsdiskar – 5 x 1/3 GN + 1 x 1/2 GN, 0–10 °C, statisk kylning med kylbehållare, digital temperaturreglering, lock i rostfritt stål. GN-behållare säljs separat. För restaurangkök som vill eftermontera kylning för sex GN-enheter och ha dem nära till hands direkt vid passet.","ED3 cooling unit for salad bars – 5 x 1/3 GN + 1 x 1/2 GN, 0–10 °C, static cooling with cooling tray, digital temperature control, stainless steel lid. GN containers sold separately. For restaurant kitchens retrofitting six GN units with cooling and keeping them within easy reach directly at the serving counter."
Product,cutlery-polishing-machine-1500-17-110431,title,en,,,Bestickpolermaskin 1500/17,Cutlery polishing machine 1500/17
Product,cutlery-polishing-machine-1500-17-110431,body_html,en,,,"Bestick polerade till högglans – upp till 1 500 bestickdelar i timmen. Tack vare den integrerade UV-lampan och driftstemperaturen som uppfyller HACCP, kan bestickdelarna desinficeras hygieniskt fräscht.","Cutlery polished to a high shine – up to 1,500 pieces of cutlery per hour. Pieces of cutlery are hygienically disinfected thanks to the integrated UV lamp and the HACCP compliant operating temperature."
Product,cutlery-polishing-machine-3000-25-110432,title,en,,,Bestickpolermaskin 3000/25,Cutlery polishing machine 3000/25
Product,cutlery-polishing-machine-3000-25-110432,body_html,en,,,"Bestick polerade till högglans – upp till 3 000 bestickdelar i timmen. Tack vare den integrerade UV-lampan och driftstemperaturen som uppfyller HACCP, kan bestickdelarna desinficeras hygieniskt fräscht.","Cutlery polished to a high shine – up to 3,000 pieces of cutlery per hour. Pieces of cutlery are hygienically disinfected thanks to the integrated UV lamp and the HACCP compliant operating temperature."
Product,maize-granulate-3kg-110434,title,en,,,Majsgranulat 3KG,Maize granulate 3KG
Product,maize-granulate-3kg-110434,body_html,en,,,"Grundligt, effektivt, miljövänligt - majsgranulat i refillförpackning för Bartscher bestickpolermaskiner.","Efficient, effective, environmentally-friendly – maize granulate as a refill pack for the Bartscher cutlery polishing machine."
Product,cutlery-basket-holder-1500-17-110435,title,en,,,Bestickkorghållare 1500/17,Cutlery basket holder 1500/17
Product,cutlery-basket-holder-1500-17-110435,body_html,en,,,"Inget som glider, inget som vinglar – med bestickkorghållaren hamnar besticken exakt där de skall vara: nypolerade i korgen i bestickpolermaskinen 1500/17.","No wiggling, no slipping around – with this cutlery basket holder, the cutlery ends up exactly where it needs to be: Freshly polished in the basket of cutlery polishing machine 1500/17."
Product,cutlery-basket-holder-3000-25-110436,title,en,,,Bestickkorghållare 3000/25,Cutlery basket holder 3000/25
Product,cutlery-basket-holder-3000-25-110436,body_html,en,,,"Inget som glider, inget som vinglar – med bestickkorghållaren hamnar besticken exakt där de skall vara: nypolerade i korgen i bestickpolermaskinen 3000/25.","No wiggling, no slipping around – with this cutlery basket holder, the cutlery ends up exactly where it needs to be: Freshly polished in the basket of cutlery polishing machine 3000/25."
Product,noise-insulating-hood-3000-25-110437,title,en,,,Bullerskyddskåpa 3000/25,Noise-insulating hood 3000/25
Product,noise-insulating-hood-3000-25-110437,body_html,en,,,Köket måste inte vara en bullrig plats. Bullerskyddskåpan minskar det störande ljudet när bestick poleras till högglans med polermaskin 3000/25.,There's no need for irritating noise from the kitchen. This noise insulation hood reduces the irritating background noise created when cutlery is polished to a shine with cutlery polishing machine 3000/25.
Product,knife-steriliser-9-330-110438,title,en,,,Knivsterilisator 9-330,Knife steriliser 9-330
Product,knife-steriliser-9-330-110438,body_html,en,,,"Hygien – ja, men med säkerhet: den svart-tonade rutan skyddar mot UV-ljuset som steriliserar upp till 9 knivar. Häng in kniven, stäng dörren och ställ in timern.","Totally safe hygiene: The black tinted pane protects the user against the UV light used to sterilise up to 9 knives. Simply insert the knives, close the door, and set the timer."
Product,dishwasher-gs-m400-lp-k-110461,title,en,,,Diskmaskin GS M400 LP K,Dishwasher GS M400 LP K
Product,dishwasher-gs-m400-lp-k-110461,body_html,en,,,"Med den flexibelt användbara glasdiskmaskinen med kall efterspolning kan godset snabbt användas igen, i synnerhet glas; men även alla övriga diskområden täcks in optimalt, för cafeterior, barer och caféer. Tack vare den lilla displayen har man alltid överblick över inställningarna och programförloppet.","Thanks to this flexible glass washer with cold rinse function, glasses in particular are ready for reuse really quickly. It's also perfect for use for other washing areas in cafeterias, bars and cafes. The small display means that you can keep an eye on the settings and program progress at all times."
Product,dishwasher-gs-m400-lpr-k-110462,title,en,,,Diskmaskin GS M400 LPR K,Dishwasher GS M400 LPR K
Product,dishwasher-gs-m400-lpr-k-110462,body_html,en,,,"Med den flexibelt användbara glasdiskmaskinen med kall efterspolning kan godset snabbt användas igen, i synnerhet glas; men även alla övriga diskområden täcks in optimalt, för cafeterior, barer och caféer. Tack vare den lilla displayen har man alltid överblick över inställningarna och programförloppet.","Thanks to this flexible glass washer with cold rinse function, glasses in particular are ready for reuse really quickly. It's also perfect for use for other washing areas in cafeterias, bars and cafes. The small display means that you can keep an eye on the settings and program progress at all times."
Product,dishwasher-gs-m400-lpwr-k-110463,title,en,,,Diskmaskin GS M400 LPWR K,Dishwasher GS M400 LPWR K
Product,dishwasher-gs-m400-lpwr-k-110463,body_html,en,,,"Med den flexibelt användbara glasdiskmaskinen med kall efterspolning kan godset snabbt användas igen, i synnerhet glas; men även alla övriga diskområden täcks in optimalt, för cafeterior, barer och caféer. Tack vare den lilla displayen har man alltid överblick över inställningarna och programförloppet.","Thanks to this flexible glass washer with cold rinse function, glasses in particular are ready for reuse really quickly. It's also perfect for use for other washing areas in cafeterias, bars and cafes. The small display means that you can keep an eye on the settings and program progress at all times."
Product,dishwasher-us-e500-lpr-110500,title,en,,,Diskmaskin US E500 LPR,Dishwasher US E500 LPR
Product,dishwasher-us-e500-lpr-110500,body_html,en,,,"Diskmaskinen med bra disk- och sköljprestanda och mycket enkelt handhavande - idealisk för användning i cafeterior, barer eller kaféer.","The dishwasher with good washing and rinsing performance and very simple operation - ideal for use in cafeterias, bars or cafés."
Product,dishwasher-us-c500-lp-110530,title,en,,,Diskmaskin US C500 LP,Dishwasher US C500 LP
Product,dishwasher-us-c500-lp-110530,body_html,en,,,Den golvstående diskmaskinen hanteras enkelt och har fokus på det som räknas – renhet och tillförlitlighet i klassisk form.,This floor-standing dishwasher is easy to use and concentrates on what really matters – cleanliness and reliability in the traditional way.
Product,dishwasher-us-c500-lpr-110531,title,en,,,Diskmaskin US C500 LPR,Dishwasher US C500 LPR
Product,dishwasher-us-c500-lpr-110531,body_html,en,,,Den golvstående diskmaskinen hanteras enkelt och har fokus på det som räknas – renhet och tillförlitlighet i klassisk form.,This floor-standing dishwasher is easy to use and concentrates on what really matters – cleanliness and reliability in the traditional way.
Product,dishwasher-us-c500-lpwr-110532,title,en,,,Diskmaskin US C500 LPWR,Dishwasher US C500 LPWR
Product,dishwasher-us-c500-lpwr-110532,body_html,en,,,Den golvstående diskmaskinen hanteras enkelt och har fokus på det som räknas – renhet och tillförlitlighet i klassisk form.,This floor-standing dishwasher is easy to use and concentrates on what really matters – cleanliness and reliability in the traditional way.
Product,dishwasher-us-m500-lp-k-110540,title,en,,,Diskmaskin US M500 LP K,Dishwasher US M500 LP K
Product,dishwasher-us-m500-lp-k-110540,body_html,en,,,"Genom att diskmaskinen har kall efterspolning kan godset snabbt användas igen, i synnerhet glas; men även alla övriga diskområden täcks in optimalt. Tack vare den lilla displayen har man alltid överblick över inställningarna och programförloppet.","Thanks to this dishwasher with cold rinse function, glasses in particular are ready for reuse really quickly. It's also perfect for use for all other washing areas. The small display means that you can keep an eye on the settings and program progress at all times."
Product,dishwasher-us-m500-lpr-k-110541,title,en,,,Diskmaskin US M500 LPR K,Dishwasher US M500 LPR K
Product,dishwasher-us-m500-lpr-k-110541,body_html,en,,,"Genom att diskmaskinen har kall efterspolning kan godset snabbt användas igen, i synnerhet glas; men även alla övriga diskområden täcks in optimalt. Tack vare den lilla displayen har man alltid överblick över inställningarna och programförloppet.","Thanks to this dishwasher with cold rinse function, glasses in particular are ready for reuse really quickly. It's also perfect for use for all other washing areas. The small display means that you can keep an eye on the settings and program progress at all times."
Product,dishwasher-us-m500-lpwr-k-110542,title,en,,,Diskmaskin US M500 LPWR K,Dishwasher US M500 LPWR K
Product,dishwasher-us-m500-lpwr-k-110542,body_html,en,,,"Genom att diskmaskinen har kall efterspolning kan godset snabbt användas igen, i synnerhet glas; men även alla övriga diskområden täcks in optimalt. Tack vare den lilla displayen har man alltid överblick över inställningarna och programförloppet.","Thanks to this dishwasher with cold rinse function, glasses in particular are ready for reuse really quickly. It's also perfect for use for all other washing areas. The small display means that you can keep an eye on the settings and program progress at all times."
Product,pre-clearing-table-kts5000-110625,title,en,,,Fördisk KTS5000,Pre-clearing table KTS5000
Product,pre-clearing-table-kts5000-110625,body_html,en,,,"Fördisk med bänk och avfallsschakt, passar för korgtransportdiskmaskin KTS5000 för perfekt fördiskat porslin, brickor eller bakplåtar. Hyllan under bänken har plats för förvaring av diskkorgar, brickkorgar, bestickkorgar etc.","Pre-cleaning with sink and waste chute to suit the basket transport dishwasher KTS5000 for perfectly pre-cleaned crockery, trays or baking sheets. The base shelf under the sink offers space to store rinsing baskets, tray baskets, cutlery holders, etc."
Product,discharge-table-kts5000-110626,title,en,,,Utmatningsbord KTS5000,Discharge table KTS5000
Product,discharge-table-kts5000-110626,body_html,en,,,Utmatningsbordet med transportrullar är ett perfekt komplement till korgtransportdiskmaskin KTS5000. De 20 transportrullarna svarar för en friktionsfri drift. Tack vare den inbyggda sensorn stannar transportbandet i KTS500 automatiskt vid fullt utmatningsbord.,"The discharge table with transport rollers is the perfect complement to the KTS5000 basket conveyor dishwasher. 20 transport rollers ensure smooth operation. Thanks to the integrated sensor, the transport belt of the KTS500 automatically stops when the discharge table is full."
Product,basket-transport-dishwasher-kts500-r-110630,title,en,,,Korgtransportdiskmaskin KTS500 R,Basket transport dishwasher KTS500 R
Product,basket-transport-dishwasher-kts500-r-110630,body_html,en,,,"En tillf&ouml;rlitlig partner n&auml;r det diskas mycket och ofta.&nbsp;KTS500 med v&auml;nsterg&aring;ende transportsystem &auml;r mycket enkel att hantera och kan st&auml;mmas av exakt mot behoven i vardagen &ndash; oavsett om det g&auml;ller diskning av tallrikar, koppar, glas eller brickor.","A reliable partner for high-intensity washing. The KTS500 with its left-running transport system is really easy to use and can be tailored to everyday needs. It can be used for washing plates, cups, glasses and trays."
Product,dishwasher-us-ecoplus500-lpr-110666,title,en,,,Diskmaskin US EcoPlus500 LPR,Dishwasher US EcoPlus500 LPR
Product,dishwasher-us-ecoplus500-lpr-110666,body_html,en,,,"Den ekonomiska maskinen med mycket h&ouml;g hygienstandard: termodesinfektionen uppfyller hygienstandarderna och ger ett perfekt rent resultat.&nbsp;F&ouml;r ett j&auml;mnt sk&ouml;ljresultat s&ouml;rjer den inbygga spolpumpen, som dessutom ocks&aring; s&auml;nker f&ouml;rbrukningen av vatten, energi, reng&ouml;ringsmedel och spolglans.","An economical model with top hygiene standards: The thermal disinfection meets hygiene standards and leaves behind perfectly clean, germ-free crockery.&nbsp;The integrated rinse pump ensures constant washing results and reduces the consumption of water, energy, detergent and rinsing agent."
Product,dishwasher-us-ecoplus500-lpwr-110668,title,en,,,Diskmaskin US EcoPlus500 LPWR,Dishwasher US EcoPlus500 LPWR
